Identifiant;Commune du lieu d'intervention;Type d'intervention;Numéro de la voie;Type de voie;Nom de la voie;Préfixe de la voie;location
8162;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D381 RTE DE VIGNEUX DE BNE;;47.2912553181, -1.76314973978
8164;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;8;BOULEVARD;MASSACRE;DU;47.237019823, -1.58654854639
8169;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SALVADOR ALLENDE;;47.218909683, -1.61940868201
8170;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;RUE;PETIT VILLAGE;DU;47.2173673215, -1.65005807991
8171;ST JOACHIM;ACCIDENT VOIE PUBLIQUE;;CHAUSSEE;MARTINS;DES;47.3772110361, -2.20514639561
8172;ST JULIEN DE CONCELLES;ACCIDENT VOIE PUBLIQUE;;RUE;BOULEAUX;DES;47.2590897304, -1.42088175186
8176;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LIBERATION;DE LA;47.2825369479, -2.20768126731
8186;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;LEONARD DE VINCI;;47.266622531, -2.23190354907
8202;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;161;ROUTE;CLISSON;DE;47.188261603, -1.49593350817
8211;VERTOU;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;BILLARDIERE;DE LA;47.1726067568, -1.45652376827
8218;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;28;RUE;JEAN XXIII;;47.2776222823, -2.47801007614
8235;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;RUE;ANCIENS COMBATTANTS;DES;47.7164201471, -1.38711491357
8236;CLISSON;ACCIDENT VOIE PUBLIQUE;74;ROUTE;CUGAND;DE;47.0820928858, -1.27952904621
8240;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;RUE;RESISTANCE;DE LA;47.6283411087, -1.83852707983
8243;GUERANDE;ACCIDENT VOIE PUBLIQUE;;RUE;PATIS;DU;47.3283973573, -2.41009797509
8248;JOUE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;98;RUE;RIBAUDIERE;DE LA;47.4950507919, -1.42291867894
8254;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;DARLU;;47.2816862109, -2.39764576937
8270;LE PELLERIN;ACCIDENT VOIE PUBLIQUE;28b;RUE;JOUARDAIS;DE LA;47.1983676748, -1.75803182461
8278;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;48;RUE;HENRI GAUTIER;;47.313047562, -2.17204054207
8283;NANTES;ACCIDENT VOIE PUBLIQUE;;;RENE CASSIN;;47.2644335975, -1.57497129235
8292;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;BEAUJOIRE;DE LA;47.2584893952, -1.51419617856
8299;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;JULES GRANDJOUAN;;47.2486097871, -1.51445042586
7344;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;HERBINS;D';47.2903902546, -2.20915693034
7351;VERTOU;ACCIDENT VOIE PUBLIQUE;570;ROUTE;CLISSON;DE;47.1880658994, -1.49342247573
7356;VERTOU;ACCIDENT VOIE PUBLIQUE;;RUE;ROUSSELIERE;DE LA;47.1757902907, -1.51879055625
7357;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1729470547, -1.51520453046
7361;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NIORT - NANTES;;47.1656650676, -1.51264702773
7363;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - NIORT;;47.1649867793, -1.51273034309
7365;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - NIORT;;47.1615808878, -1.51304020604
7367;VERTOU;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;SEVRE ET MAINE;;47.1625235546, -1.46814338058
7368;VERTOU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOURRELIERE;LA;47.1592465643, -1.49770010249
7374;VIGNEUX DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;ANNE DE BRETAGNE;;47.3339626616, -1.69682779271
7377;VIGNEUX DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.3223190401, -1.77668838915
7378;VIGNEUX DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;CHARLES DE GAULLE;;47.3232602454, -1.73231621051
7384;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1832525976, -1.61356383576
7386;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1622037308, -1.56092968271
7391;COUERON;ACCIDENT VOIE PUBLIQUE;;ROUTE NATIONALE;N444 ATLANTIS - SAVENAY;;47.2482714376, -1.67602649083
7398;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;;MOTTAIS;LE;46.9652750531, -1.81050729668
7399;MISSILLAC;ACCIDENT VOIE PUBLIQUE;;RUE;CHATEAU;DU;47.4822255332, -2.16285451378
7400;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;HENRI GAUTIER;;47.307236481, -2.17894212647
7402;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;GASTON DOUMERGUE;;47.2081769041, -1.54486163602
7403;NANTES;ACCIDENT VOIE PUBLIQUE;21;QUAI;ANTILLES;DES;47.201153667, -1.57304352319
7409;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2641951333, -1.60025226626
7415;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;GENERAL DE GAULLE;DU;47.1144479876, -2.09565025442
7422;REZE;ACCIDENT VOIE PUBLIQUE;;AVENUE;MAL DE LATTRE DE TASSIGNY;DU;47.193639037, -1.5707372326
7424;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;53;AVENUE;RAYMOND POINCARE;;47.2602146669, -2.16084856927
7429;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2247350533, -1.62183585554
7431;ST LUMINE DE CLISSON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D117 RTE D'AIGREFEUILLE;;47.0710920915, -1.38466172882
7432;ST MICHEL CHEF CHEF;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;GATINEAU;DE;47.1681530683, -2.14907461455
7451;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D245 RTE DU POULIGUEN;;47.2774020576, -2.45884167434
7452;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;;RUE;GARENNE;DE LA;47.2757187013, -2.47913630472
7454;BESNE;ACCIDENT VOIE PUBLIQUE;;ROUTE;PONT-CHATEAU;DE;47.4051556028, -2.09047382964
7461;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;PIERRE;DE LA;47.1866144536, -1.59849873963
7464;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D58 RTE DE REZE;;47.1759275379, -1.60468807126
7465;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;RUE;CHRISTOPHE COLOMB;;47.1760056496, -1.59370332078
7466;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;VICTOR SCHOELCHER;;47.1749540222, -1.62414017715
7478;BOUVRON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D16 RTE DE CAMPBON;;47.4178537271, -1.88177732424
7479;BRAINS;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;LORIERE;DE;47.1760282221, -1.70445874478
7484;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;RUE;MOULIN BOISSEAU;DU;47.2836072625, -1.47516142027
7488;CHATEAU THEBAUD;ACCIDENT VOIE PUBLIQUE;;;RAFFLAY;LE;47.1075386487, -1.45859570416
7489;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;1;RUE;EUROPE;DE L';47.7282148561, -1.36765892241
7494;CORCOUE SUR LOGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D263 LA BENATE - LEGE;;46.9486518749, -1.60440524701
7502;DONGES;ACCIDENT VOIE PUBLIQUE;1;RUE;ANTOINE-LAURENT LAVOISIER;;47.32620868, -2.08212675252
7505;GENESTON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHEZ MARC;;47.0609954012, -1.5376163474
7509;GETIGNE;ACCIDENT VOIE PUBLIQUE;;RUE;DOUET;DU;47.0741910682, -1.23296589723
7512;GRANDCHAMPS;ACCIDENT VOIE PUBLIQUE;;RUE;PERRAY;DU;47.3640674449, -1.60353624781
7534;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;TROIS FONTAINES;DES;47.291339857, -2.3696134051
7538;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;OLIVIER GUICHARD;;47.2841181477, -2.39394115307
7541;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;HENNECART;;47.2816734412, -2.39114236898
7544;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;34;BOULEVARD;OCEAN;DE L';47.2771175027, -2.36810938166
7545;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;;IMPASSE;MURETS FLEURIS;DES;47.2781308657, -1.35381833252
7547;LA CHAPELLE GLAIN;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D163 RTE DE CANDE;;47.6164742791, -1.18526226842
7548;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;34;RUE;VRIERE;DE LA;47.2820642259, -1.55058444388
7556;LA TURBALLE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;BELMONT;DE;47.3578115589, -2.51986074939
7570;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;49;RUE;GEORGES CLEMENCEAU;;47.1485192932, -1.53109982538
7576;LOUISFERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;DELINAIS;LA;47.661445359, -1.41107420368
7577;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PRISES;DES;46.9978765215, -1.81578933763
7582;MAUVES SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;CHENE CHARTIER;DU;47.3075876142, -1.37910268267
7584;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;32;RUE;GEORGE SAND;;47.3264338492, -2.15778514756
7596;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;RENNES;DE;47.257950059, -1.57970956942
7598;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;BEAUJOIRE;DE LA;47.2588788877, -1.51844443309
7602;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;MARTIN LUTHER KING;;47.2564918722, -1.55466551318
7610;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;GUY MOLLET;;47.2470458367, -1.55540679547
7618;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PIERRE YVERNOGEAU;;47.2419058905, -1.56864204352
7620;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;JULES VERNE;;47.2423720322, -1.52833773584
7625;NANTES;ACCIDENT VOIE PUBLIQUE;71;BOULEVARD;ROBERT SCHUMAN;;47.2400628499, -1.57199897328
7627;NANTES;ACCIDENT VOIE PUBLIQUE;168;BOULEVARD;ROBERT SCHUMAN;;47.2400628499, -1.57199897328
7628;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;EMILE CHEYSSON;;47.2401102882, -1.55861846842
7633;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LONGCHAMP;DE;47.2368421, -1.57666996236
7636;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;SAINTE LUCE;DE;47.238871798, -1.51423869422
7637;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;TAMARIS;DES;47.2382966426, -1.51608838128
7639;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PLANTES;DES;47.2344236966, -1.58502254394
7640;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;TORTIERE;DE LA;47.2353322129, -1.54833935983
7641;NANTES;ACCIDENT VOIE PUBLIQUE;155;;BELGES;DES;47.2346818373, -1.54170669834
7644;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;EUGENE ORIEUX;;47.2337712784, -1.55403116627
7653;NANTES;ACCIDENT VOIE PUBLIQUE;107;RUE;LANDREAU;DU;47.2322976328, -1.5139506249
7654;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;LANDREAU;DU;47.2322976328, -1.5139506249
7665;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;GENERAL BUAT;;47.2289300123, -1.54080054922
7670;NANTES;ACCIDENT VOIE PUBLIQUE;228;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
7672;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;CORENTIN BOURVEAU;;47.2275095066, -1.52139366672
7679;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
7681;NANTES;ACCIDENT VOIE PUBLIQUE;25;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
7693;NANTES;ACCIDENT VOIE PUBLIQUE;118;RUE;BELLIER;;47.2218019569, -1.52749983831
7695;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;SAINT SIMILIEN;;47.2199845542, -1.55875318666
7706;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;DURANTIERE;DE LA;47.2133930886, -1.60243749635
7707;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PASTEUR;;47.2130767638, -1.58238768505
7716;NANTES;ACCIDENT VOIE PUBLIQUE;85;BOULEVARD;EGALITE;DE L';47.2104597768, -1.58676954313
7724;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;BATONNIER GUINAUDEAU;;47.2098706825, -1.56645007861
7725;NANTES;ACCIDENT VOIE PUBLIQUE;;QUAI;FOSSE;DE LA;47.2098738563, -1.56449407207
7732;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SALVADOR ALLENDE;;47.2070862011, -1.57313318932
7739;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;REPUBLIQUE;DE LA;47.2053383929, -1.55425104325
7742;NANTES;ACCIDENT VOIE PUBLIQUE;114;BOULEVARD;LIBERTE;DE LA;47.2031023521, -1.58858281922
7749;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;SIMOUN;DU;47.1997679322, -1.60947007434
7758;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;EMILE GABORY;;47.1999663719, -1.53377349208
7763;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;PIRMIL;DE;47.1979998588, -1.54216797159
7765;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;BONNE GARDE;;47.1971505499, -1.5309930731
7766;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;EMILE GABORY;;47.1960610238, -1.53071613742
7771;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;LOUIS LOUCHEUR;;47.1940886962, -1.52614707779
7774;NANTES;ACCIDENT VOIE PUBLIQUE;56;ROUTE;VERTOU;DE;47.1861167985, -1.52724977899
7775;NANTES;ACCIDENT VOIE PUBLIQUE;58;RUE;BOURDONNIERES;DES;47.1856601787, -1.52448203906
7776;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;LEVEE DE SEVRE;;47.1840634472, -1.52992877836
7786;ORVAULT;ACCIDENT VOIE PUBLIQUE;;ROUTE;VANNES;DE;47.2500574732, -1.61595829312
6686;GETIGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MONTALAISE;LA;47.0802062077, -1.20063296398
6690;GRANDCHAMPS;ACCIDENT VOIE PUBLIQUE;;ROUTE;MOULTIERE;DE LA;47.3487436056, -1.57979685008
6692;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MEZILLAC;;47.6120246531, -1.79711203625
6695;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOUT DE BOIS;LE;47.3515661731, -2.44050921963
6696;GUERANDE;ACCIDENT VOIE PUBLIQUE;;;KERDANDO;;47.3515038345, -2.42148816245
6697;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;KERDANDO;;47.3515038345, -2.42148816245
6699;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SANDUN;;47.3516352243, -2.33812046953
6712;GUERANDE;ACCIDENT VOIE PUBLIQUE;;ROUTE;BAULE;DE LA;47.305543989, -2.40854427498
6718;HERBIGNAC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D774 RTE DE GUERANDE;;47.4302860189, -2.3331738462
6720;HERIC;ACCIDENT VOIE PUBLIQUE;;CARREFOUR;STE ANNE;DE;47.4276554772, -1.60189227006
6736;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;MAL DE LATTRE DE TASSIGNY;DU;47.2824343266, -2.40971025536
6745;LA BERNERIE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;ROGERE;LA;47.0949876105, -2.04340256413
7259;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;CROISIC;DU;47.2727804779, -2.20968503204
7262;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;PLACE;COMMANDO;DU;47.2717862319, -2.20472862404
7263;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;DOCTEUR RENE LAENNEC;DU;47.2701542208, -2.23919534898
7269;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;PEUPLIERS;DES;47.2602810516, -2.25341325392
7270;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;SUZANNE LACORE;;47.258880884, -2.26458339365
7271;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;OCEANIS;;47.2565074994, -2.26850864141
7287;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D70 RTE DE ST COLOMBAN;;47.0245103373, -1.61317403506
7288;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;POITRIVIERES;LES;47.0145042923, -1.64677292577
7290;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2123032064, -1.48417314016
7292;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;FONTAINE;DE LA;47.2029805364, -1.49044580856
7294;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;LIEUTENANT AUGE;DU;47.1965771596, -1.51880778164
7299;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;MARIE CURIE;;47.1902204638, -1.48576817853
7301;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;MARIE CURIE;;47.1902204638, -1.48576817853
7302;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;400;ROUTE;CLISSON;DE;47.188518768, -1.5001136671
7304;ST VIAUD;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;TANSORAIS;LA;47.2749427172, -2.00811078614
7307;ST VINCENT DES LANDES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX LAURENT;LA;47.6749636362, -1.47718440197
7310;STE ANNE SUR BRIVET;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SUBLAIRE;LA;47.4396739464, -2.06463208961
7312;STE LUCE SUR LOIRE;ACCIDENT VOIE PUBLIQUE;19;RUE;CADOIRE;DE LA;47.2564096187, -1.49280104386
7317;STE PAZANNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D758 RTE DE BOURGNEUF;;47.0905516211, -1.83490286325
7321;SUCE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PAS MARTIN;LE;47.3658369206, -1.54673053016
7323;TEILLE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;THUELLIERE;LA;47.4758445058, -1.25744025993
7334;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;RUE;MARIE CURIE;;47.3194574688, -2.18853512819
7350;VAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CALVAIRE;LE;47.5478808902, -1.70499008527
7355;VERTOU;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;PORTE DE VERTOU EST;;47.1803165273, -1.50165274503
7370;VERTOU;ACCIDENT VOIE PUBLIQUE;;ROUTE;PONT SAINT MARTIN;DE;47.1379164856, -1.47281110808
7371;VIEILLEVIGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PLANTES;LES;46.9748972536, -1.39071325679
7381;ANCENIS;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;NANTES;DE;47.4026360174, -1.1911006237
7382;ANCENIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.4008643583, -1.19516096061
7383;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;LOIRE;DE LA;47.1877764265, -1.58793479199
7390;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;PLACE;GABRIEL FAURE;;47.7128134048, -1.3844601377
7393;LA CHAPELLE DES MARAIS;ACCIDENT VOIE PUBLIQUE;7BIS;RUE;CARRIERE;DE LA;47.4563708089, -2.24457556632
7404;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;JANVRAIE;DE LA;47.1979728012, -1.61638144955
7414;PORNIC;ACCIDENT VOIE PUBLIQUE;2;RUE;BLAISE PASCAL;;47.1156806835, -2.06378341186
7425;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;AVENUE;GUY LAFONTAINE;;47.2431821009, -2.15768303515
7426;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.2999369681, -1.75380527612
7430;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1993711446, -1.61684155171
7438;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1726399708, -1.51549944015
7440;VIGNEUX DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.291703999, -1.74209373448
7448;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;;RUE;VIOLETTE;DE LA;47.2806459289, -2.4783354843
7468;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PAIMBOEUF - NANTES;;47.1669596374, -1.64387568793
7469;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;RUE;PIERRE ANNE;DE LA;47.1654447285, -1.56788783118
7472;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;RUE;AVIATION;DE L';47.1607475011, -1.59053674386
7474;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;RUE;TOUR;DE LA;47.1496241992, -1.60317541068
7485;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;ECHANGEUR,PORTE;MADELEINE;DE LA;47.2711337273, -1.47788444462
7511;GORGES;ACCIDENT VOIE PUBLIQUE;18;RUE;MARGERIE;DE LA;47.1036674233, -1.30446076504
7514;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CLIS;;47.3365005532, -2.4686976231
7517;GUERANDE;ACCIDENT VOIE PUBLIQUE;;RUE;PIERRE;DE LA;47.3253877371, -2.4039458061
7521;GUERANDE;ACCIDENT VOIE PUBLIQUE;;ROUTE;BAULE;DE LA;47.305543989, -2.40854427498
7524;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;LENIPHEN;;47.2899762814, -2.43857906032
7542;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;DOCTEUR RENE DUBOIS;DU;47.2806478819, -2.38317229962
7557;LA TURBALLE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;QUATRE ROUTES;DES;47.3533776148, -2.4903878453
7560;LA TURBALLE;ACCIDENT VOIE PUBLIQUE;;RUE;VIGNES;DES;47.3480908744, -2.50860665886
7562;LA TURBALLE;ACCIDENT VOIE PUBLIQUE;;RUE;SULLY;;47.3456859737, -2.48897623316
7565;LE LANDREAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BAS BRIACE;;47.196917829, -1.34367547187
7567;LE PELLERIN;ACCIDENT VOIE PUBLIQUE;;RUE;JAUNAIE;DE LA;47.2002535102, -1.76882886082
7578;MACHECOUL;ACCIDENT VOIE PUBLIQUE;14;PLACE;HALLES;DES;46.9922250775, -1.81885478258
7581;MALVILLE;ACCIDENT VOIE PUBLIQUE;;PLACE;EGLISE;DE L';47.3609174795, -1.86359476947
7601;NANTES;ACCIDENT VOIE PUBLIQUE;;AVENUE;FLORA TRISTAN;;47.2579191237, -1.51320260815
7605;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;CHEVALERIE;DE LA;47.2539395555, -1.54969106132
7607;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2530878683, -1.51547397649
7611;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PONTECORVO;DE;47.2467918033, -1.52975491828
7622;NANTES;ACCIDENT VOIE PUBLIQUE;109;BOULEVARD;JULES VERNE;;47.2423720322, -1.52833773584
7629;NANTES;ACCIDENT VOIE PUBLIQUE;63;BOULEVARD;GABRIEL LAURIOL;;47.2384737386, -1.56200388211
7630;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;GABRIEL LAURIOL;;47.2384737386, -1.56200388211
7647;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;MAISON BLANCHE;DE LA;47.2325962235, -1.58446543705
7648;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;GOURMETTE;DE LA;47.2323505696, -1.57207027045
