Identifiant;Commune du lieu d'intervention;Type d'intervention;Numéro de la voie;Type de voie;Nom de la voie;Préfixe de la voie;location
8771;CHEMERE;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;BROSSES;DES;47.1264494667, -1.90347101762
8777;CLISSON;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;VIADUC DE LA MOINE;;47.0912959033, -1.26433943314
8785;CORCOUE SUR LOGNE;ACCIDENT VOIE PUBLIQUE;30;IMPASSE;FAISANDERIE;DE LA;46.956942287, -1.57905659626
8793;COUERON;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LIBERATION;DE LA;47.2147914147, -1.6871197634
8795;COUERON;ACCIDENT VOIE PUBLIQUE;;RUE;HIRONDELLES;DES;47.2125035264, -1.74145174493
8797;CROSSAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MONDERAIS;LA;47.4113650252, -2.13003695408
8800;DONGES;ACCIDENT VOIE PUBLIQUE;;RUE;MARAIS;DES;47.3685829983, -2.13012928895
8809;GENESTON;ACCIDENT VOIE PUBLIQUE;1;AVENUE;VENDEE;DE LA;47.0541005081, -1.51201244882
8810;GETIGNE;ACCIDENT VOIE PUBLIQUE;;RUE;MOULINS;DES;47.0825584128, -1.25865079014
8816;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;10;RUE;CHATEAUBRIANT;DE;47.6304210631, -1.82020959984
8819;GUERANDE;ACCIDENT VOIE PUBLIQUE;;ROUTE;KERBIGNON;DE;47.3742642755, -2.39588518831
8820;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;TREPIED;;47.3405596227, -2.36678026268
8823;GUERANDE;ACCIDENT VOIE PUBLIQUE;;PLACE;EUROPE;DE L';47.3302700398, -2.42459313666
8828;GUERANDE;ACCIDENT VOIE PUBLIQUE;;ROUTE;KERVALET;DE;47.2980258671, -2.45485097758
8842;ISSE;ACCIDENT VOIE PUBLIQUE;;RUE;SAINT JOSEPH;;47.6286897214, -1.44600700607
8845;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;15;AVENUE;LIEUTENANTE;DE LA;47.2958250758, -2.38997065916
8846;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;NOELLES;DES;47.2941996398, -2.39115145073
8848;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;HENRI BERTHO;;47.2905724058, -2.35215540845
8854;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;DREVET;;47.2833217015, -2.40434609051
8857;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;CHEMIN;GRANDS PARCS;DES;47.2813527443, -2.31498335931
8860;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;54;ROUTE;NERAC;DE;47.277644905, -2.35094178474
8861;LA BERNERIE EN RETZ;ACCIDENT VOIE PUBLIQUE;;RUE;RENE GUY CADOU;;47.0865425792, -2.03068191643
8868;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;;ROUTE;REMAUDIERE;DE LA;47.2670196047, -1.32266236153
8869;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;;ZONE INDUSTRIELLE,ARTISANALE;ZONE ART. DE LA SENSIVE;;47.2636575173, -1.34088679394
8873;LA CHAPELLE LAUNAY;ACCIDENT VOIE PUBLIQUE;;RUE;SILLON;DU;47.3664981206, -1.96537601605
8876;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;MASSIGNE;DE;47.2978738648, -1.57502280919
8879;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;1;RUE;EUGENE DELACROIX;;47.2790044045, -1.55879248
8882;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;CAPITAINE ALFRED DREYFUS;DU;47.26070295, -1.55345047908
8911;LE CROISIC;ACCIDENT VOIE PUBLIQUE;;QUAI;HERVE RIELLE;;47.2933124737, -2.50946742654
8915;LE LANDREAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BRIACE;;47.2013429749, -1.32008949948
7238;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS GUERANDE - PORNIC;;47.2911136389, -2.23328221294
9249;ST DOLAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEL AIR;;47.5039205792, -2.1762960018
9250;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;1;AVENUE;COLLINE;DE LA;47.2813351105, -1.77487132422
9258;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;RUE;SYONNIERE;DE LA;47.2517945325, -1.6445414641
9260;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;MARCEL PAUL;;47.237165273, -1.62864071793
9261;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PROFESSEUR JACQUES MONOD;;47.2357624468, -1.63903717118
9262;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;38;RUE;BOBBY SANDS;;47.2334340689, -1.65220741844
9265;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;5;IMPASSE;CLAUDE NOUGARO;;47.2271534977, -1.62406425688
9269;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SALVADOR ALLENDE;;47.218909683, -1.61940868201
9270;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SALVADOR ALLENDE;;47.218909683, -1.61940868201
9279;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1995444391, -1.61730368539
9296;ST JULIEN DE CONCELLES;ACCIDENT VOIE PUBLIQUE;12;ROUTE;PONTS;DES;47.2562733415, -1.41831605739
9297;ST JULIEN DE CONCELLES;ACCIDENT VOIE PUBLIQUE;;RUE;VIGNOBLE;DU;47.2495880834, -1.37863129309
9307;ST MARS DE COUTAIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CORMIER;LE;47.106381062, -1.72513403838
9176;PORNIC;ACCIDENT VOIE PUBLIQUE;62;RUE;BERNERIE;DE LA;47.1078008693, -2.08059668456
9183;PORNICHET;ACCIDENT VOIE PUBLIQUE;;AVENUE;PETIT CANON;DU;47.253017686, -2.30566268722
9192;REZE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;MARGUYONNES;DES;47.1926851589, -1.56326798803
9193;REZE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;MARGUYONNES;DES;47.1926851589, -1.56326798803
9196;REZE;ACCIDENT VOIE PUBLIQUE;;PLACE;MARTYRS DE LA RESISTANCE;DES;47.1918841966, -1.54831823544
9200;REZE;ACCIDENT VOIE PUBLIQUE;75;RUE;COMMUNE DE 1871;DE LA;47.1884782768, -1.55129490041
9204;REZE;ACCIDENT VOIE PUBLIQUE;14;RUE;CLAUDE GAULUE;;47.1828405994, -1.53523050831
9210;REZE;ACCIDENT VOIE PUBLIQUE;3;RUE;GALARNIERE;DE LA;47.1738198177, -1.55542169305
9213;REZE;ACCIDENT VOIE PUBLIQUE;;RUE;EPINAIS;DE L';47.1655314313, -1.52148576698
9214;REZE;ACCIDENT VOIE PUBLIQUE;65;RUE;ERNEST SAUVESTRE;;47.1634714917, -1.54232187268
9225;SEVERAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;NORMANDAIS;LA;47.55751934, -2.05394565021
9226;SEVERAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GROS ROCHER;;47.5479909762, -2.05506168382
9227;SEVERAC;ACCIDENT VOIE PUBLIQUE;28;LIEU-DIT,VILLAGE,HAMEAU;STATION;LA;47.543410189, -2.09213669442
9228;SION LES MINES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PONT;LE;47.7175903848, -1.56765336085
9231;ST ANDRE DES EAUX;ACCIDENT VOIE PUBLIQUE;;RUE;JULES FERRY;;47.3171222584, -2.30683542984
9232;ST ANDRE DES EAUX;ACCIDENT VOIE PUBLIQUE;;RUE;GARE;DE LA;47.3067040281, -2.30865902617
9233;ST ANDRE DES EAUX;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;PEDRAS;DES;47.3019636193, -2.30620682059
9241;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;49;AVENUE;BRESSE;DE LA;47.2513458642, -2.16183628308
6772;LA LIMOUZINIERE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;VILLETTE;LA;47.0013040219, -1.66475478855
6778;LA REGRIPPIERE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX BLANCHE;LA;47.1975098591, -1.20844909454
6779;LA TURBALLE;ACCIDENT VOIE PUBLIQUE;1;RUE;ROELLO;DU;47.3523022532, -2.51004990958
6782;LE CELLIER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BARRE PEINTE;LA;47.342935497, -1.34417398267
6800;LE TEMPLE DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.3331442308, -1.79164678755
6802;LEGE;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;PAPIN;;46.880952549, -1.59854350124
6807;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;TAILLIS;LE;47.1299285897, -1.51795940052
6808;LES TOUCHES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;ROGNOUSE;LA;47.4407357556, -1.39466368079
6814;LIRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FOURNEAUX;AUX;47.3579086604, -1.177888563
6815;LIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D763 RTE D'ANCENIS;;47.3531453242, -1.17018152357
6819;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D13 RTE DE FRESNAY EN RETZ;;47.0011645079, -1.82127141892
6828;MAISDON SUR SEVRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;QUATRE ROUTES;LES;47.1189492616, -1.36405045431
6835;MAUVES SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEAULIEU;;47.3033887068, -1.38504641179
6841;MESANGER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HOUX;LE;47.4325333063, -1.1862585561
6843;MESANGER;ACCIDENT VOIE PUBLIQUE;70;RUE;COUDRAIS;DES;47.3987277244, -1.21729891848
6848;MISSILLAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HOUSSAIE;LA;47.4712361288, -2.17391169076
6850;MONTBERT;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D117 RTE D'AIGREFEUILLE;;47.0596797447, -1.45361634575
6855;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;TORSE;LA;47.3257917625, -2.1698697666
6860;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS GUERANDE - PORNIC;;47.2865160832, -2.1719342289
6863;MOUAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - RENNES;;47.7015977604, -1.70348548513
6867;MOUZILLON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D763 RTE DE VALLET;;47.1442024326, -1.28188551298
6868;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.2764596182, -1.52140621595
6871;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2679894542, -1.57369650366
6876;NANTES;ACCIDENT VOIE PUBLIQUE;;;PORTE DE RENNES;;47.2670792455, -1.5811457205
6880;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;MOULIN DE LA GARDE;DU;47.2612946239, -1.50866959129
6887;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;SAINT JOSEPH;DE;47.2565541997, -1.52950824947
6894;NANTES;ACCIDENT VOIE PUBLIQUE;19;;CHANOINE POUPARD;DU;47.2500148148, -1.57414163536
6902;NANTES;ACCIDENT VOIE PUBLIQUE;4;RUE;IRIS;DES;47.2437832282, -1.58392317934
6914;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;BELGES;DES;47.2346818373, -1.54170669834
6917;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;LANDREAU;DU;47.2323233206, -1.51614748045
6921;NANTES;ACCIDENT VOIE PUBLIQUE;39;BOULEVARD;POILUS;DES;47.2297936496, -1.52822245493
6927;NANTES;ACCIDENT VOIE PUBLIQUE;135;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
6929;NANTES;ACCIDENT VOIE PUBLIQUE;74;BOULEVARD;DOULON;DE;47.2252168982, -1.5218101015
6933;NANTES;ACCIDENT VOIE PUBLIQUE;17;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
6942;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;JEANNE D'ARC;;47.2207042259, -1.55717946064
6944;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;TERTRE;DU;47.218068918, -1.60398468488
6946;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;DESCARTES;;47.2170044725, -1.56457760745
6947;NANTES;ACCIDENT VOIE PUBLIQUE;11;BOULEVARD;STALINGRAD;DE;47.2176342088, -1.54298296776
6952;NANTES;ACCIDENT VOIE PUBLIQUE;18;RUE;CORNULIER;DE;47.21495617, -1.54039622001
6953;NANTES;ACCIDENT VOIE PUBLIQUE;6;RUE;GALISSONNIERE;DE LA;47.2139370156, -1.56605924324
6963;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;WINSTON CHURCHILL;;47.2073413469, -1.61267189847
6975;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;LAURIERS;DES;47.2044139932, -1.60556997886
6976;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LEON BUREAU;;47.2053108944, -1.56385754739
6979;NANTES;ACCIDENT VOIE PUBLIQUE;46;BOULEVARD;PRAIRIE AU DUC;DE LA;47.2045087117, -1.56254353008
6981;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;VICTOR HUGO;;47.2023307035, -1.54862715258
6982;NANTES;ACCIDENT VOIE PUBLIQUE;21;QUAI;ANTILLES;DES;47.201153667, -1.57304352319
6984;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;VICTOR MANGIN;;47.2008210788, -1.54451331214
6989;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;JULES LAUNAY;;47.1978050495, -1.58914587588
6993;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1956839824, -1.6143094942
7003;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D16 RTE D'HERIC;;47.4308826887, -1.53373743019
7010;ORVAULT;ACCIDENT VOIE PUBLIQUE;;ROUTE;ROUSSELIERE;DE LA;47.2946480586, -1.64382830385
7014;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS RENNES - NANTES;;47.2672776807, -1.58855702053
7015;ORVAULT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;POINT DU JOUR;LE;47.2670292638, -1.58871080076
7020;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2625946866, -1.60966081152
7032;PAIMBOEUF;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ASTROLABE;DE L';47.2845055673, -2.02019538549
7039;PLESSE;ACCIDENT VOIE PUBLIQUE;;CARREFOUR;BEL ABORD;DE;47.5152115059, -1.88696922939
7041;PONT SAINT MARTIN;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;VIAIS;DE;47.111716789, -1.53860370953
7043;PONTCHATEAU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.4488932653, -2.12644921242
7052;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;JEAN MONNET;;47.1258898976, -2.11691457895
7053;PORNIC;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;BAIONA;DE;47.1248798523, -2.12065922222
7055;PORNIC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D13 RTE DE LA PLAINE S MER;;47.1237228996, -2.12957980646
7059;PORNIC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.1229680304, -2.09902150405
7065;PORNIC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 RTE DE NANTES;;47.1122695535, -2.04291414297
7066;PORNIC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 RTE DE NANTES;;47.1122695535, -2.04291414297
7068;PORNIC;ACCIDENT VOIE PUBLIQUE;;ZONE INDUSTRIELLE,ARTISANALE;ZONE COMM. GENTELLERIES;;47.1102927985, -2.06942537048
7078;PORT SAINT PERE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D758 RTE DE STE PAZANNE;;47.1227199596, -1.76428898936
7081;PRINQUIAU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.3928056521, -1.99525178116
7088;REMOUILLE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D137 RTE DE MONTAIGU;;47.0485299253, -1.36519097968
7090;REZE;ACCIDENT VOIE PUBLIQUE;58;RUE;JEAN JAURES;;47.1875719616, -1.54692190703
7098;REZE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.159823727, -1.55193529213
7108;SAVENAY;ACCIDENT VOIE PUBLIQUE;;CHEMIN;CHAMP FELIX;DU;47.3651437193, -1.94483395761
7112;SAVENAY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D217 RUE DE LA GARE;;47.3578162505, -1.94760027657
7130;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;37;AVENUE;EDOUARD BRANLY;;47.2496032227, -2.16654622548
7137;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PETITE ROUILLONNAIS;LA;47.2860695862, -1.74706484514
7142;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;ESPERANCE;L';47.2502086448, -1.74557022589
7144;ST GEREON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D723 RTE DE NANTES;;47.3686624508, -1.21375952651
7168;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;ROUTE;SAINT ETIENNE DE MONTLUC;DE;47.2243404997, -1.61706004719
7179;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;RUE;SAINT SERVAN;DE;47.2122680276, -1.61688208616
7181;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;CHARLES DE GAULLE;;47.2110648911, -1.62411628434
7189;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1993711446, -1.61684155171
7192;ST HILAIRE DE CLISSON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHENE PINEAU;LE;47.0732269067, -1.32745385281
7193;ST JEAN DE BOISEAU;ACCIDENT VOIE PUBLIQUE;9;RUE;PRIEURE;DU;47.1952478865, -1.72349921459
7163;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AVENUE;LOUIS GUILLOU;;47.2334158518, -1.61848446503
7164;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;ROUTE NATIONALE;N444 SAVENAY - ATLANTIS;;47.2306468773, -1.64267701291
7165;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2306690097, -1.62293603699
7167;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2248837838, -1.62170141655
7177;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;56;RUE;HENRI RADIGOIS;;47.2134252243, -1.66063080331
7182;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;RUE;AGEN;D';47.209062284, -1.61712115613
7187;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1995444391, -1.61730368539
7205;ST LUMINE DE CLISSON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FRENE;LE;47.0771754326, -1.3664028502
7209;ST LYPHARD;ACCIDENT VOIE PUBLIQUE;108;LIEU-DIT,VILLAGE,HAMEAU;COCHETTE;LA;47.3555800167, -2.38251873649
7212;ST MARS DU DESERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GRAND PATIS;LE;47.3760907552, -1.45103570973
7213;ST MARS DU DESERT;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D31 RTE DE PETIT MARS;;47.3670444763, -1.42939687532
7216;ST MARS DU DESERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BASLOIRS;LES;47.3469350939, -1.40526725176
7226;ST MOLF;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D48 RTE DE ST ANDRE D EAUX;;47.3781378253, -2.42204615323
7229;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;15;RUE;CROIX DE MEAN;DE LA;47.2997764262, -2.19249769261
7231;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;EMILE COMBES;;47.2987090021, -2.18869850255
7235;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;PASSOUER;DU;47.2922001298, -2.27574353948
7236;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.2912193142, -2.23334422553
7244;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;CHATONAY;DE;47.2841594567, -2.19529247135
8249;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;ROUTE;KERRIVAUD;DE;47.3022597337, -2.37497372072
8255;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;1;BOULEVARD;HENNECART;;47.2816734412, -2.39114236898
8258;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;JEAN JAURES;;47.301044165, -1.55076037763
8259;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;CHATAIGNIERS;DES;47.2986693861, -1.55281187035
8273;LIRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FOURNEAUX;AUX;47.3579086604, -1.177888563
8276;MISSILLAC;ACCIDENT VOIE PUBLIQUE;;PLACE;EGLISE;DE L';47.4824485762, -2.15896593586
8279;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;HENRI GAUTIER;;47.307236481, -2.17894212647
8281;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;CHRISTIAN PAUC;;47.2832933879, -1.51526848302
8287;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ALBERT EINSTEIN;;47.2614808969, -1.56481913775
8297;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;RENAUDIERE;DE LA;47.2504971281, -1.53448046768
8300;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PATOUILLERIE;DE LA;47.2462742785, -1.57926471336
8304;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PLATANES;DES;47.2451517208, -1.52252067901
8312;NANTES;ACCIDENT VOIE PUBLIQUE;;RUELLE;ALICE CONSTANCE AUSTIN;;47.2420822152, -1.51060802155
8314;NANTES;ACCIDENT VOIE PUBLIQUE;1;RUE;PORNICHET;DE;47.2408721271, -1.5416264946
8316;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;CROISSANT;DU;47.2382691922, -1.52821322993
8330;NANTES;ACCIDENT VOIE PUBLIQUE;7;RUE;LOUIS LE NAIN;;47.2268391982, -1.59905077589
8332;NANTES;ACCIDENT VOIE PUBLIQUE;23;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
8334;NANTES;ACCIDENT VOIE PUBLIQUE;2;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
8336;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;65EME REGT. D'INFANTERIE;DU;47.2259034335, -1.55097341233
8339;NANTES;ACCIDENT VOIE PUBLIQUE;30;RUE;PITRE CHEVALIER;;47.2238490369, -1.5507316095
8340;NANTES;ACCIDENT VOIE PUBLIQUE;;QUAI;VERSAILLES;DE;47.2233189206, -1.55336374492
8346;NANTES;ACCIDENT VOIE PUBLIQUE;7A;RUE;SULLY;;47.221978696, -1.55144186354
8347;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;TALENSAC;;47.2212179163, -1.55797041
8351;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;STALINGRAD;DE;47.219567737, -1.53315527468
8352;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;SAINT PIERRE;;47.2182944062, -1.55092301476
8354;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;REPOS DE CHASSE;DU;47.2163246192, -1.5988856543
8355;NANTES;ACCIDENT VOIE PUBLIQUE;5;RUE;HOTEL DE VILLE;DE L';47.2177491948, -1.55560282823
8365;NANTES;ACCIDENT VOIE PUBLIQUE;20;RUE;COPERNIC;;47.2147216973, -1.56549516862
8372;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;RACINE;;47.2139343818, -1.56427451036
8373;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;NEPTUNE;;47.21428345, -1.55287886468
8382;NANTES;ACCIDENT VOIE PUBLIQUE;1;;PETITE HOLLANDE;DE LA;47.2123626015, -1.55748466203
8395;NANTES;ACCIDENT VOIE PUBLIQUE;24;QUAI;FOSSE;DE LA;47.2083847503, -1.56936852829
8399;NANTES;ACCIDENT VOIE PUBLIQUE;38;RUE;AMIRAL DU CHAFFAULT;;47.2067642577, -1.5831415022
8408;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LEON BUREAU;;47.2053108944, -1.56385754739
8414;NANTES;ACCIDENT VOIE PUBLIQUE;30;BOULEVARD;GUSTAVE ROCH;;47.2027338, -1.55296480684
8426;PLESSE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PELERIN;LE;47.5498361795, -1.94742351679
